序号	单词	词频
5456	theodor	3
5457	hayim	3
5458	calling	3
5459	mob	3
5460	perpetrated	3
5461	pacifism	3
5462	gang	3
5463	raped	3
5464	materialize	3
5465	activism	3
5466	establishing	3
5467	envisioned	3
5468	unimaginable	3
5469	properties	3
5470	debts	3
5471	bills	3
5472	owed	3
5473	transform	3
5474	concrete	3
5475	ministers	3
5476	foundational	3
5477	aired	3
5478	noteworthy	3
5479	plots	3
5480	performing	3
5481	extraordinary	3
5482	kendall	3
5483	writes	3
5484	concluding	3
5485	overwhelmingly	3
5486	vehicle	3
5487	mnemonic	3
5488	determining	3
5489	nonorganic	3
5490	cuneiform	3
5491	eighth	3
5492	obedience	3
5493	agreed	3
5494	yours	3
5495	pick	3
5496	favored	3
5497	enforcing	3
5498	proves	3
5499	contract	3
5500	repay	3
5501	mesopotamian	3
5502	retrieve	3
5503	crush	3
5504	foragers	3
5505	tree	3
5506	basket	3
5507	options	3
5508	wider	3
5509	ruin	3
5510	courses	3
5511	climb	3
5512	perish	3
5513	conventions	3
5514	academics	3
5515	linnaeus	3
5516	unchanging	3
5517	neanderthal	3
5518	domains	3
5519	keeping	3
5520	reproduce	3
5521	infect	3
5522	licenses	3
5523	assaults	3
5524	clean	3
5525	indian	3
5526	suspicion	3
5527	dacha	3
5528	admitted	3
5529	fraud	3
5530	piles	3
5531	alliances	3
5532	obscure	3
5533	governed	3
5534	assistance	3
5535	cub	3
5536	starvation	3
5537	harry	3
5538	crying	3
5539	cubs	3
5540	quarter	3
5541	abel	3
5542	sita	3
5543	fights	3
5544	enacted	3
5545	fish	3
5546	purported	3
5547	displayed	3
5548	tension	3
5549	torn	3
5550	rwanda	3
5551	shown	3
5552	constructed	3
5553	ranked	3
5554	bottom	3
5555	influences	3
5556	packs	3
5557	register	3
5558	triangles	3
5559	pioneered	3
5560	highlights	3
5561	predators	3
5562	horror	3
5563	primed	3
5564	illustrate	3
5565	mail	3
5566	impression	3
5567	ludovico	3
5568	ariosto	3
5569	walks	3
5570	antipathy	3
5571	logical	3
5572	proposal	3
5573	lamb	3
5574	rolls	3
5575	ashes	3
5576	clerks	3
5577	witnessed	3
5578	firsthand	3
5579	erased	3
5580	comparable	3
5581	habsburg	3
5582	disappeared	3
5583	annexed	3
5584	poetry	3
5585	gripped	3
5586	ordering	3
5587	filing	3
5588	retained	3
5589	tightening	3
5590	trains	3
5591	gates	3
5592	immigrant	3
5593	stamp	3
5594	inefficient	3
5595	meltdown	3
5596	inquiry	3
5597	legitimacy	3
5598	endless	3
5599	fantasized	3
5600	explaining	3
5601	convince	3
5602	submit	3
5603	contradict	3
5604	recounted	3
5605	preached	3
5606	cryptic	3
5607	wutka	3
5608	older	3
5609	deliver	3
5610	vetted	3
5611	trustworthy	3
5612	duties	3
5613	carry	3
5614	herodotus	3
5615	hippias	3
5616	priestly	3
5617	recipes	3
5618	objections	3
5619	compile	3
5620	erroneously	3
5621	qumran	3
5622	sect	3
5623	messiah	3
5624	apocryphal	3
5625	completed	3
5626	circulation	3
5627	akiva	3
5628	masoretic	3
5629	forgot	3
5630	anticipating	3
5631	egyptian	3
5632	accountable	3
5633	bibles	3
5634	sovereignty	3
5635	canonizing	3
5636	devised	3
5637	clarify	3
5638	stack	3
5639	cook	3
5640	goat	3
5641	unclear	3
5642	metropolises	3
5643	copied	3
5644	materialized	3
5645	forbids	3
5646	floor	3
5647	speaking	3
5648	summoning	3
5649	plowing	3
5650	informational	3
5651	almah	3
5652	revelations	3
5653	lacks	3
5654	unaware	3
5655	shepherd	3
5656	subordinate	3
5657	permit	3
5658	holiness	3
5659	miracles	3
5660	herself	3
5661	attitudes	3
5662	echo	3
5663	flames	3
5664	advent	3
5665	enterprise	3
5666	laypersons	3
5667	persecute	3
5668	removed	3
5669	delve	3
5670	predicted	3
5671	stole	3
5672	located	3
5673	treasure	3
5674	tolerated	3
5675	actively	3
5676	discouraged	3
5677	elements	3
5678	folklore	3
5679	demonic	3
5680	cast	3
5681	storms	3
5682	valais	3
5683	alpine	3
5684	heartland	3
5685	austrian	3
5686	uncover	3
5687	approached	3
5688	vernacular	3
5689	popularity	3
5690	copycat	3
5691	boguet	3
5692	inquisitors	3
5693	hot	3
5694	torturing	3
5695	accomplices	3
5696	edelin	3
5697	quash	3
5698	fly	3
5699	imprisonment	3
5700	flying	3
5701	hailstorms	3
5702	owners	3
5703	debated	3
5704	towns	3
5705	bamberg	3
5706	singular	3
5707	firm	3
5708	alonso	3
5709	printers	3
5710	credited	3
5711	koestler	3
5712	publishers	3
5713	architects	3
5714	confirmation	3
5715	conformity	3
5716	teacher	3
5717	dismantled	3
5718	teachers	3
5719	corrections	3
5720	engages	3
5721	feedback	3
5722	parameters	3
5723	leeway	3
5724	accordance	3
5725	formulated	3
5726	admission	3
5727	enshrined	3
5728	manifest	3
5729	formal	3
5730	apologies	3
5731	apologized	3
5732	mistreatment	3
5733	shoulders	3
5734	principalities	3
5735	officially	3
5736	facilitate	3
5737	disorders	3
5738	homophobic	3
5739	incentivized	3
5740	ayatollah	3
5741	lau	3
5742	professor	3
5743	counter	3
5744	microscope	3
5745	sample	3
5746	symmetry	3
5747	brutal	3
5748	attended	3
5749	mathematicians	3
5750	bullet	3
5751	pet	3
5752	appealed	3
5753	vavilov	3
5754	protects	3
5755	exploitation	3
5756	undermining	3
5757	complain	3
5758	height	3
5759	silent	3
5760	silence	3
5761	reputational	3
5762	roads	3
5763	dictate	3
5764	totality	3
5765	retain	3
5766	legislative	3
5767	dared	3
5768	misconception	3
5769	dress	3
5770	saddam	3
5771	hussein	3
5772	offenses	3
5773	countrywide	3
5774	sends	3
5775	exterminate	3
5776	subtle	3
5777	dare	3
5778	decentralized	3
5779	desires	3
5780	wake	3
5781	parliaments	3
5782	usual	3
5783	outlet	3
5784	dictates	3
5785	drives	3
5786	intentionally	3
5787	collapses	3
5788	seize	3
5789	seated	3
5790	measure	3
5791	dissenting	3
5792	jong	3
5793	tightly	3
5794	occurrence	3
5795	persuaded	3
5796	affecting	3
5797	coast	3
5798	savanna	3
5799	possessions	3
5800	operated	3
5801	extend	3
5802	checked	3
5803	tribunes	3
5804	pretended	3
5805	unelected	3
5806	severus	3
5807	cement	3
5808	round	3
5809	sabotage	3
5810	candidate	3
5811	victorious	3
5812	villagers	3
5813	graffiti	3
5814	lucretius	3
5815	fronto	3
5816	gaius	3
5817	julius	3
5818	polybius	3
5819	cerrinius	3
5820	settings	3
5821	distribution	3
5822	szlachta	3
5823	impractical	3
5824	deadlock	3
5825	pamphlet	3
5826	italien	3
5827	duytslandt	3
5828	merged	3
5829	editing	3
5830	fierce	3
5831	enslaved	3
5832	besides	3
5833	primarily	3
5834	reads	3
5835	silly	3
5836	dispersed	3
5837	absent	3
5838	exiled	3
5839	instigated	3
5840	employ	3
5841	nicolae	3
5842	requiring	3
5843	warring	3
5844	confiscated	3
5845	xiangyang	3
5846	granary	3
5847	authorization	3
5848	demotion	3
5849	questionable	3
5850	conscientious	3
5851	philosophies	3
5852	legalism	3
5853	greedy	3
5854	confucianism	3
5855	scholar	3
5856	intensity	3
5857	revolts	3
5858	newly	3
5859	zone	3
5860	convictions	3
5861	ogpu	3
5862	commanders	3
5863	tank	3
5864	purged	3
5865	yezhov	3
5866	commissars	3
5867	hospital	3
5868	surveilling	3
5869	oberstdorf	3
5870	flag	3
5871	exceptions	3
5872	informants	3
5873	catalogs	3
5874	collectivize	3
5875	farm	3
5876	workforce	3
5877	tractor	3
5878	clinic	3
5879	planners	3
5880	passive	3
5881	tons	3
5882	famines	3
5883	countryside	3
5884	encountered	3
5885	crops	3
5886	radios	3
5887	liquidate	3
5888	jurisdiction	3
5889	streletsky	3
5890	selected	3
5891	devastating	3
5892	golovina	3
5893	boys	3
5894	occasion	3
5895	morozov	3
5896	thesis	3
5897	deploying	3
5898	investiture	3
5899	clash	3
5900	unthinkable	3
5901	demanding	3
5902	ninth	3
5903	forbid	3
5904	defeats	3
5905	hieria	3
5906	minded	3
5907	orderly	3
5908	hyper	3
5909	jaroslav	3
5910	ingenious	3
5911	grade	3
5912	reactor	3
5913	radiation	3
5914	sweden	3
5915	unfolding	3
5916	haunted	3
5917	warplanes	3
5918	horrors	3
5919	allied	3
5920	blind	3
5921	ironically	3
5922	bed	3
5923	woke	3
5924	disregard	3
5925	utter	3
5926	jim	3
5927	segregation	3
5928	expression	3
5929	switched	3
5930	riots	3
5931	obeying	3
5932	missiles	3
5933	pop	3
5934	cutting	3
5935	semiconductor	3
5936	fulfilling	3
5937	remind	3
5938	termed	3
5939	odyssey	3
5940	clarke	3
5941	stanley	3
5942	harsh	3
5943	arakan	3
5944	abused	3
5945	hat	3
5946	inflammatory	3
5947	failing	3
5948	sayadaw	3
5949	vithuddha	3
5950	rioters	3
5951	recall	3
5952	impressed	3
5953	plenty	3
5954	assign	3
5955	analogy	3
5956	confusion	3
5957	attain	3
5958	outrageous	3
5959	instructing	3
5960	deduce	3
5961	seconds	3
5962	fledged	3
5963	draft	3
5964	manifestos	3
5965	weaknesses	3
5966	activists	3
5967	activist	3
5968	curate	3
5969	twice	3
5970	emotionally	3
5971	singh	3
5972	assassinate	3
5973	elizabeth	3
5974	absolutely	3
5975	socially	3
5976	engines	3
5977	experiencing	3
5978	exercises	3
5979	innovations	3
5980	cave	3
5981	mold	3
5982	encryption	3
5983	scored	3
5984	averaged	3
5985	accelerating	3
5986	rex	3
5987	amoeba	3
5988	metric	3
5989	moves	3
5990	polluting	3
5991	designing	3
5992	involvement	3
5993	presuppose	3
5994	cryptocurrencies	3
5995	revenue	3
5996	reply	3
5997	marko	3
5998	wealthiest	3
5999	outdated	3
6000	petabits	3
6001	audrey	3
6002	cabinet	3
6003	transparent	3
6004	reflects	3
6005	suspect	3
6006	homebrew	3
6007	counterculture	3
6008	wozniak	3
6009	surgery	3
6010	cultivating	3
6011	unemployed	3
6012	stranger	3
6013	chair	3
6014	expertise	3
6015	paranoid	3
6016	samples	3
6017	aides	3
6018	observed	3
6019	buying	3
6020	device	3
6021	epidemiology	3
6022	mobile	3
6023	metadata	3
6024	reliability	3
6025	labels	3
6026	dissidents	3
6027	sinister	3
6028	anytime	3
6029	trace	3
6030	irises	3
6031	estimate	3
6032	wander	3
6033	consumption	3
6034	intrusive	3
6035	orientation	3
6036	electrodes	3
6037	anxieties	3
6038	monitors	3
6039	linked	3
6040	normal	3
6041	xinjiang	3
6042	border	3
6043	intent	3
6044	iris	3
6045	tourists	3
6046	enforcement	3
6047	plate	3
6048	nancy	3
6049	matched	3
6050	wore	3
6051	appearance	3
6052	stadium	3
6053	stream	3
6054	remove	3
6055	gdpr	3
6056	usages	3
6057	repression	3
6058	compulsory	3
6059	headscarf	3
6060	sms	3
6061	shopping	3
6062	violating	3
6063	transport	3
6064	bans	3
6065	profits	3
6066	varieties	3
6067	shoshana	3
6068	linda	3
6069	kinstler	3
6070	taxi	3
6071	scoring	3
6072	valuation	3
6073	evaluation	3
6074	acting	3
6075	helping	3
6076	tickets	3
6077	cycles	3
6078	friday	3
6079	archipelago	3
6080	captain	3
6081	applauding	3
6082	denial	3
6083	afflict	3
6084	carlos	3
6085	unnatural	3
6086	tendencies	3
6087	realizing	3
6088	instant	3
6089	overwhelmed	3
6090	interconnected	3
6091	blocking	3
6092	anticipate	3
6093	prussian	3
6094	manuscript	3
6095	irrational	3
6096	tactics	3
6097	victim	3
6098	harms	3
6099	conquerors	3
6100	pocket	3
6101	dario	3
6102	loophole	3
6103	hoping	3
6104	securing	3
6105	redemption	3
6106	mythical	3
6107	buonaparte	3
6108	paoli	3
6109	mad	3
6110	grounds	3
6111	sentient	3
6112	dehumanization	3
6113	diagnose	3
6114	treat	3
6115	outweigh	3
6116	redeem	3
6117	player	3
6118	rocks	3
6119	nusseibeh	3
6120	cryptocurrency	3
6121	recognizes	3
6122	equation	3
6123	pawn	3
6124	excellent	3
6125	nephews	3
6126	socrates	3
6127	marriage	3
6128	belgium	3
6129	sides	3
6130	prosperity	3
6131	fiduciary	3
6132	physicians	3
6133	switch	3
6134	mutuality	3
6135	robotics	3
6136	harvesting	3
6137	drone	3
6138	motor	3
6139	dish	3
6140	washing	3
6141	hubert	3
6142	tone	3
6143	outperforms	3
6144	responses	3
6145	friendship	3
6146	repetition	3
6147	lawmakers	3
6148	retraining	3
6149	transition	3
6150	retrain	3
6151	dialogue	3
6152	scratch	3
6153	edmund	3
6154	refusing	3
6155	conservatism	3
6156	foolish	3
6157	inhumanity	3
6158	enroll	3
6159	oliver	3
6160	justices	3
6161	methodology	3
6162	walsh	3
6163	date	3
6164	fallacy	3
6165	iphone	3
6166	hoc	3
6167	naomi	3
6168	exploration	3
6169	prohibited	3
6170	anarchical	3
6171	certainty	3
6172	waiting	3
6173	illicit	3
6174	alert	3
6175	whoever	3
6176	expansion	3
6177	cairo	3
6178	rice	3
6179	larry	3
6180	robotic	3
6181	hegemony	3
6182	wechat	3
6183	malaya	3
6184	nile	3
6185	pricewaterhousecoopers	3
6186	deployment	3
6187	catechism	3
6188	lyon	3
6189	nonbinary	3
6190	protestants	3
6191	sola	3
6192	fide	3
6193	gravity	3
6194	downplays	3
6195	speculations	3
6196	compatriots	3
6197	morgenthau	3
6198	veneer	3
6199	realists	3
6200	symbiosis	3
6201	fungi	3
6202	symbiotic	3
6203	acquired	3
6204	consumed	3
6205	unity	3
6206	annan	3
6207	comparisons	3
6208	node	3
6209	bmt	3
6210	michal	3
6211	thank	3
6212	ariel	3
6213	hannah	3
6214	quoted	3
6215	lancet	3
6216	nand	3
6217	touching	3
6218	arthashastra	3
6219	lanham	3
6220	md	3
6221	yuri	3
6222	pines	3
6223	fu	3
6224	misperceptions	3
6225	mistrust	3
6226	erik	3
6227	semantic	3
6228	zalta	3
6229	notre	3
6230	insightful	3
6231	norman	3
6232	giovanni	3
6233	frederick	3
6234	bruce	3
6235	settlement	3
6236	coronavirus	3
6237	sociology	3
6238	withstood	3
6239	melissa	3
6240	thompson	3
6241	budongo	3
6242	rebecca	3
6243	footprints	3
6244	celebs	3
6245	theclever	3
6246	laura	3
6247	ravblog	3
6248	cognition	3
6249	eel	3
6250	illinois	3
6251	revisited	3
6252	otago	3
6253	edna	3
6254	fishy	3
6255	milestone	3
6256	naval	3
6257	harpercollins	3
6258	tuzin	3
6259	atkinson	3
6260	gat	3
6261	glowacki	3
6262	stewart	3
6263	eggshell	3
6264	eggshells	3
6265	cemented	3
6266	dw	3
6267	johns	3
6268	steven	3
6269	morris	3
6270	unrwa	3
6271	jimena	3
6272	forgotten	3
6273	paradigms	3
6274	southwest	3
6275	yad	3
6276	historia	3
6277	ramayanas	3
6278	nostalgic	3
6279	yates	3
6280	ikea	3
6281	mashable	3
6282	qian	3
6283	madden	3
6284	bryson	3
6285	palimi	3
6286	dordrecht	3
6287	toronto	3
6288	trieste	3
6289	roberts	3
6290	larson	3
6291	dennis	3
6292	migration	3
6293	jenny	3
6294	asiatic	3
6295	todd	3
6296	hansen	3
6297	marion	3
6298	klaus	3
6299	hutchinson	3
6300	costa	3
6301	shivpuri	3
6302	bellah	3
6303	evans	3
6304	chabad	3
6305	schwartz	3
6306	eiruvin	3
6307	alfred	3
6308	elevators	3
6309	clarine	3
6310	digitalization	3
6311	bi	3
6312	irene	3
6313	speculum	3
6314	vincent	3
6315	summers	3
6316	graham	3
6317	baden	3
6318	heidelberg	3
6319	fitzpatrick	3
6320	aeternus	3
6321	robinson	3
6322	intolerance	3
6323	peters	3
6324	blessed	3
6325	reversal	3
6326	duke	3
6327	allan	3
6328	kammerer	3
6329	lindau	3
6330	patrick	3
6331	bowman	3
6332	lintott	3
6333	gessen	3
6334	joint	3
6335	gallup	3
6336	upi	3
6337	ralph	3
6338	peoples	3
6339	malden	3
6340	wilson	3
6341	augustyniak	3
6342	playground	3
6343	albany	3
6344	elective	3
6345	transylvania	3
6346	stadsarchief	3
6347	journalism	3
6348	parsons	3
6349	uncontested	3
6350	walker	3
6351	anton	3
6352	hoboken	3
6353	ch	3
6354	hu	3
6355	wheatcroft	3
6356	dekulakization	3
6357	peasantry	3
6358	manning	3
6359	ussr	3
6360	mike	3
6361	humphreys	3
6362	rubin	3
6363	tschernobyl	3
6364	wird	3
6365	bekannt	3
6366	swr	3
6367	arabia	3
6368	roy	3
6369	medvedev	3
6370	knopf	3
6371	ware	3
6372	laoutides	3
6373	unhcr	3
6374	siege	3
6375	pew	3
6376	experimental	3
6377	disinfo	3
6378	poisongpt	3
6379	lilly	3
6380	insulin	3
6381	obsolete	3
6382	militia	3
6383	pm	3
6384	promoter	3
6385	loeffler	3
6386	bid	3
6387	bigoted	3
6388	pa	3
6389	jailed	3
6390	extremism	3
6391	techtarget	3
6392	joule	3
6393	coons	3
6394	euronews	3
6395	unlock	3
6396	valuing	3
6397	intangible	3
6398	eon	3
6399	booming	3
6400	cnbc	3
6401	ars	3
6402	technica	3
6403	disabilities	3
6404	cham	3
6405	vox	3
6406	continuous	3
6407	gazette	3
6408	embarks	3
6409	browsable	3
6410	petascale	3
6411	advertisers	3
6412	teens	3
6413	yediot	3
6414	specialists	3
6415	inaugurated	3
6416	kishtwar	3
6417	hromadske	3
6418	epassport	3
6419	basics	3
6420	surfshark	3
6421	retired	3
6422	nypd	3
6423	webster	3
6424	grillo	3
6425	riot	3
6426	qq	3
6427	edri	3
6428	unruly	3
6429	beaten	3
6430	intensifying	3
6431	replying	3
6432	ape	3
6433	tops	3
6434	eclipse	3
6435	milmo	3
6436	sparks	3
6437	highlight	3
6438	awaited	3
6439	disrupted	3
6440	philanthropy	3
6441	oncology	3
6442	searchseo	3
6443	profiling	3
6444	twittersphere	3
6445	scrambles	3
6446	abusive	3
6447	pulls	3
6448	haaretz	3
6449	requirement	3
6450	vacuuming	3
6451	healthcare	3
6452	estimating	3
6453	harming	3
6454	skeem	3
6455	dressel	3
6456	farid	3
6457	cracking	3
6458	brookings	3
6459	infe	3
6460	competencies	3
6461	bipartisanship	3
6462	fivethirtyeight	3
6463	dem	3
6464	earthweb	3
6465	equals	3
6466	nesta	3
6467	delay	3
6468	vanuatu	3
6469	falepili	3
6470	creepy	3
6471	pictures	3
6472	gamecraft	3
6473	arrives	3
6474	stealth	3
6475	bang	3
6476	erdkamp	3
6477	apparel	3
6478	walmart	3
6479	marketshare	3
6480	soars	3
6481	privacyhq	3
6482	halts	3
6483	sale	3
6484	hobble	3
6485	sweeping	3
6486	nvidia	3
6487	firms	3
6488	cyberattacks	3
6489	cpac	3
6490	texas	3
6491	jari	3
6492	eloranta	3
6493	prio	3
6494	hides	3
6495	krastev	3
6496	analogies	3
6497	metaphors	3
6498	tucker	3
6499	carlson	3
6500	boost	3
6501	alignmentproblem	3
6502	globalimpacts	3
6503	stoneagehumans	3
6504	catholicchurch	3
6505	imperialismcolonialism	3
6506	mining	3
6507	naiveviewofinformation	3
6508	intersubjectiverealities	3
6509	truthorderbalance	3
6510	landmarks	2
6511	titlepage	2
6512	xxix	2
6513	unstoppable	2
6514	llc	2
6515	fern	2
6516	cataloging	2
6517	references	2
6518	lcc	2
6519	lc	2
6520	randomhousebooks	2
6521	suzanne	2
6522	fmt	2
6523	align	2
6524	ded	2
6525	listing	2
6526	enslave	2
6527	galaxies	2
6528	stupendous	2
6529	insanity	2
6530	helios	2
6531	warns	2
6532	solar	2
6533	insists	2
6534	loses	2
6535	burn	2
6536	falling	2
6537	replacing	2
6538	cautionary	2
6539	chores	2
6540	fetch	2
6541	returns	2
6542	unleash	2
6543	unintended	2
6544	sorcerers	2
6545	chariots	2
6546	tendency	2
6547	acquires	2
6548	unwisely	2
6549	broomsticks	2
6550	bind	2
6551	strongest	2
6552	heirs	2
6553	upper	2
6554	temporary	2
6555	attempting	2
6556	pessimistic	2
6557	pharmaceutical	2
6558	acknowledges	2
6559	motivated	2
6560	misidentify	2
6561	inferior	2
6562	kills	2
6563	valid	2
6564	tenet	2
6565	infections	2
6566	microchip	2
6567	believer	2
6568	editorial	2
6569	instrument	2
6570	entrepreneur	2
6571	sweep	2
6572	cites	2
6573	advancing	2
6574	reduction	2
6575	dramatic	2
6576	celebrate	2
6577	seventh	2
6578	birthday	2
6579	elisabeth	2
6580	unnamed	2
6581	fetal	2
6582	rhesus	2
6583	adulthood	2
6584	horrendous	2
6585	instantaneously	2
6586	breathtaking	2
6587	annihilating	2
6588	greenhouse	2
6589	atmosphere	2
6590	rivers	2
6591	oceans	2
6592	obligation	2
6593	confront	2
6594	overcoming	2
6595	poverty	2
6596	analyzes	2
6597	conjure	2
6598	hollywood	2
6599	rebellious	2
6600	gramophones	2
6601	microscopes	2
6602	synthesize	2
6603	trend	2
6604	gamble	2
6605	absorbing	2
6606	releasing	2
6607	torrent	2
6608	intensified	2
6609	escalated	2
6610	cohesion	2
6611	cabals	2
6612	antiestablishment	2
6613	wield	2
6614	vanquish	2
6615	referring	2
6616	earthers	2
6617	clinics	2
6618	colonialist	2
6619	freeman	2
6620	journeyman	2
6621	fiercely	2
6622	inaugural	2
6623	considers	2
6624	mouthpiece	2
6625	incoherence	2
6626	collaborative	2
6627	quest	2
6628	untrustworthy	2
6629	elitist	2
6630	vedas	2
6631	exposes	2
6632	recurrent	2
6633	starts	2
6634	inhospitable	2
6635	relates	2
6636	edited	2
6637	conflicting	2
6638	balances	2
6639	calamities	2
6640	destabilize	2
6641	arguably	2
6642	teaches	2
6643	discussing	2
6644	imposes	2
6645	masquerading	2
6646	censoring	2
6647	terrorize	2
6648	censor	2
6649	tricky	2
6650	elementary	2
6651	spoken	2
6652	urgently	2
6653	canister	2
6654	shell	2
6655	splinter	2
6656	adjusted	2
6657	conveying	2
6658	olive	2
6659	rainbows	2
6660	iconic	2
6661	battleground	2
6662	canal	2
6663	bay	2
6664	beersheba	2
6665	troop	2
6666	window	2
6667	shutters	2
6668	signaled	2
6669	landed	2
6670	mcluhan	2
6671	buried	2
6672	contradictory	2
6673	apples	2
6674	similarities	2
6675	turkish	2
6676	wilfred	2
6677	attempted	2
6678	britons	2
6679	underground	2
6680	airplane	2
6681	announcing	2
6682	admire	2
6683	falsehood	2
6684	admired	2
6685	wingers	2
6686	secular	2
6687	hallowed	2
6688	cemetery	2
6689	intersection	2
6690	fictitious	2
6691	wasted	2
6692	disintegrate	2
6693	deserts	2
6694	tattered	2
6695	sheltering	2
6696	beast	2
6697	beggar	2
6698	occurring	2
6699	distort	2
6700	brandeis	2
6701	whitney	2
6702	adherents	2
6703	derive	2
6704	consulted	2
6705	horoscope	2
6706	offense	2
6707	junta	2
6708	broadcasts	2
6709	melodies	2
6710	unison	2
6711	wind	2
6712	combination	2
6713	strings	2
6714	muscles	2
6715	legs	2
6716	mutation	2
6717	disintegration	2
6718	constituent	2
6719	blue	2
6720	wonders	2
6721	neil	2
6722	armstrong	2
6723	walking	2
6724	awe	2
6725	anger	2
6726	musical	2
6727	lake	2
6728	migrate	2
6729	environments	2
6730	confound	2
6731	annihilated	2
6732	sins	2
6733	vaccines	2
6734	talented	2
6735	technologically	2
6736	improved	2
6737	flexibly	2
6738	recap	2
6739	chimps	2
6740	plug	2
6741	linking	2
6742	crafted	2
6743	berated	2
6744	protested	2
6745	celebrities	2
6746	associate	2
6747	drink	2
6748	decay	2
6749	obesity	2
6750	billionaire	2
6751	guru	2
6752	gulf	2
6753	hopelessly	2
6754	awarded	2
6755	preserved	2
6756	pilgrimage	2
6757	sherman	2
6758	savior	2
6759	irresistible	2
6760	devout	2
6761	raising	2
6762	preacher	2
6763	sermons	2
6764	rebranded	2
6765	wishful	2
6766	walked	2
6767	salvador	2
6768	litvak	2
6769	builds	2
6770	kin	2
6771	pleasure	2
6772	caloric	2
6773	laszlo	2
6774	bitcoins	2
6775	inhabit	2
6776	hoax	2
6777	appear	2
